,Win,Loss,Games,Win Pct,Off Rank,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Rank,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,First Down Rank,First Down Runs,First Down Passes,First Down Penalties,First Downs,First Down Def Rank,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,4th Down Rank,4th Attempts,4th Conversions,4th Percent,4rd Down Def Rank,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent,Kickoff Return Def Rank,Opp Kickoff Returns,Kickoff Touchbacks,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,Kickoff Return Rank,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Passing Off Rank,Pass Attempts,Pass Completions,Interceptions Thrown.x,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Pass Def Rank,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Penalty Rank,Penalties,Penalty Yards,Penalty Yards Per Game,Punt Return Rank,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Punt Return Def Rank,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Redzone Def Rank,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Redzone Off Rank,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Rushing Def Rank,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Rushing Off Rank,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Sack Rank,Sacks,Sack Yards,Average Sacks per Game,Scoring Def Rank,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Scoring Off Rank,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Tackle for Loss Rank,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,3rd Down Rank,3rd Attempts,3rd Conversions,3rd Percent,Time of Possession Rank,Turnover Rank,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown.y,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game
PAT,0.81161642,-0.797891254,0.719355174,0.796843206,-0.796594773,0.716262382,0.915215959,0.850549153,0.971899383,0.843894809,-0.36596355,0.440647424,-0.113612866,-0.411520488,-0.334292269,-0.352135955,-0.374205037,-0.836604093,0.587018489,0.519098085,0.198180352,0.878598056,0.052268045,-0.156763896,0.133859258,0.282876249,0.038193736,-0.419525508,0.118591871,-0.120724963,0.415037372,-0.244573938,0.201294351,0.444328,-0.251794606,-0.174458348,0.332848268,0.488766774,0.271812128,0.085542318,-0.144757063,-0.176509719,-0.099979442,-0.012680466,0.153960498,0.16656043,-0.458903312,0.208640313,0.343838791,-0.347397426,0.567949454,0.694224751,0.434824792,0.758196073,0.441837253,-0.193989394,0.241203901,0.509010307,0.081146984,-0.235665602,-0.460458552,-0.254123639,-0.208388385,0.152693251,0.305139862,0.355379902,0.152277608,-0.093126901,0.371857418,0.327738998,0.138236096,0.100642388,0.029299314,-0.418906907,-0.26742786,-0.122704227,0.031646409,-0.161226442,-0.310016116,-0.283416107,-0.29523604,0.064855015,-0.323152536,-0.175979701,-0.490996888,0.808116831,0.684079144,0.654927604,0.074564383,0.840175814,0.497927806,-0.36794456,0.084730643,-0.215549182,-0.322803267,-0.293165364,-0.357663733,-0.481915372,0.412867757,0.577912464,0.617952083,0.72404414,0.471920977,-0.412715293,0.500862656,0.498121474,0.413460051,-0.455980742,-0.352135955,-0.398174996,0.310775909,-0.197334908,0.079220665,-0.035205959,-0.341241614,-0.461395125,-0.92515258,0.983028958,1,0.020581493,0.194341451,0.079055219,0.074965298,0.977595022,0.959075223,-0.348963465,0.495984171,0.267212036,0.513355243,0.514343633,0.356237266,-0.724472225,0.061922884,0.602166056,0.733166396,-0.170388582,-0.467129657,0.202085844,0.507200744,0.505604846,0.014297065,-0.347397426,-0.267547199,0.481597024,0.479442742
2 Point Conversions,0.056085382,-0.049243437,0.069199413,0.053881855,-0.161509156,0.121047954,0.137335675,0.117778819,0.158129168,0.14445844,0.085329527,0.091527739,0.124455814,0.075501663,0.121147233,0.102369988,0.077405528,-0.147573206,0.030294634,0.127001494,0.11871154,0.141585818,0.128423755,-0.0189182,0.219571504,0.040865238,0.133134009,-0.183907164,0.213199527,0.117517195,0.203174484,0.107022543,0.128481787,0.092170479,0.110595605,0.03734915,0.101842915,0.008141348,0.098363687,-0.008905907,0.020540098,-0.105425849,-0.055042938,-0.005179489,0.022047639,0.087924035,-0.142405795,0.07063577,0.091432412,-0.052374783,0.134120206,0.118695363,0.070581135,0.114365299,0.125932696,0.220335456,0.179534936,0.106384508,0.272637066,0.172884159,0.192591321,0.144957166,0.223222805,0.019596141,0.006151562,0.037030172,0.014293608,-0.007258529,0.063883744,0.018528718,0.034511225,0.012754207,0.067447854,-0.084418839,-0.032555892,0.046478083,0.070815874,0.099303266,0.000528954,0.080016249,0.046198155,-0.095924394,0.041428962,0.103795332,-0.065352293,0.169707405,0.14951618,0.036124677,0.087446694,0.149728233,0.051345606,-0.060469003,0.016935075,-0.058653691,-0.082609061,0.045650975,-0.068480038,-0.056161455,0.034404972,0.027191983,0.01913395,0.12725215,0.02021082,0.017604096,0.011416144,0.039218583,0.00349569,0.100070706,0.102369988,0.109748066,0.112793843,-0.023338519,-0.143951316,0.157048673,0.08657636,0.057578689,-0.159596424,0.143727156,0.020581493,1,0.138044859,0.001203567,-0.122899344,0.144700245,0.154659991,-0.076530169,0.067254437,0.122085234,0.085252506,0.100129625,0.093427897,-0.061428335,0.002248278,0.03491704,0.03936269,0.012083658,-0.078375581,0.020854958,0.085369138,0.077103046,-0.036248001,-0.052374783,-0.065161222,0.088242499,0.089886863
Defensive Points,0.213257358,-0.203723423,0.208617388,0.206752088,-0.203142267,0.228088785,0.217632605,0.164469893,0.220329061,0.188080143,-0.01655886,0.132588078,0.089398219,0.011121946,-0.032333729,-0.034217195,-0.012021733,-0.264677274,0.154682467,0.152034573,-0.024218307,0.233899666,0.140986523,-0.016706099,0.131283783,0.12576424,0.101019894,-0.123462958,0.046887226,-0.013413527,0.119575248,-0.135448359,0.004055637,0.125722898,-0.148155244,-0.070239127,0.114631715,0.103161856,0.081165194,0.048212515,-0.074220792,-0.05560556,-0.043938506,-0.004320326,0.075817237,0.028198321,-0.09179551,0.099827995,0.128624767,0.0215479,0.166203032,0.222270355,0.210482319,0.178492421,0.131885747,0.064570492,0.110914821,0.152491099,0.172794952,0.023793572,0.023760477,0.092547346,0.071519195,0.134251528,0.176328952,0.156369578,0.09573319,0.013899535,-0.020860582,-0.040409237,-0.01737935,-0.021630631,-0.069024149,-0.15730279,-0.135097998,0.016499089,-0.039010077,-0.039265877,0.041452795,-0.058311539,0.047336728,0.0895785,0.014480908,-0.059768415,-0.130383853,0.260984565,0.197859896,0.185843973,0.077856688,0.261928229,0.120982718,-0.078061799,0.026169498,-0.023342828,-0.045675123,-0.0606246,-0.073371957,-0.085854898,0.098092803,0.099501501,0.073813139,0.157196078,0.065009383,-0.013560251,0.030281106,0.024228344,-0.003167943,-0.090289517,-0.034217195,-0.089600751,0.292250366,-0.048387097,0.01701874,-0.02640341,-0.032444562,-0.079569984,-0.254840416,0.218054559,0.194341451,0.138044859,1,0.104569417,-0.040158033,0.232376365,0.219547657,-0.024431841,0.068306464,-0.017846804,0.014710891,0.05149361,-0.007310822,-0.22525348,0.028216598,0.193726569,0.234791597,-0.099611187,-0.072273901,0.065156742,0.162611085,0.162322488,-0.027323182,0.0215479,-0.000494052,0.10272975,0.097624431
Feild Goals,0.329340147,-0.329672015,0.272386663,0.339349122,-0.122370783,0.328697035,0.226316679,0.128392393,0.032187223,0.188492046,-0.243627377,0.152178598,-0.146272164,-0.265562043,-0.249290883,-0.267440196,-0.240341619,-0.233191292,-0.075655413,0.34386291,0.210448803,0.253735301,-0.114307255,-0.191400921,-0.001943154,0.127233845,-0.111205164,-0.119440872,-0.225275009,-0.399656112,0.099797411,-0.069882108,0.020667187,0.099175563,-0.111081875,-0.135271043,-0.072300635,0.369723346,-0.111493617,-0.064720196,-0.104061308,-0.023599964,-0.084212286,-0.056956876,0.163586912,0.061827112,-0.301746628,0.299977343,0.313477029,-0.123928807,0.336254003,0.15282929,-0.000301961,0.144953238,0.312147219,-0.072625306,0.105558801,0.266530872,0.042032487,-0.099140322,-0.247274267,-0.09184732,-0.074453501,0.03924283,0.062661437,0.101820731,0.027561511,-0.289300129,0.209038593,0.318367343,0.273459897,0.249357729,0.045667856,-0.175068178,-0.088154436,-0.096615928,0.044251893,-0.011816105,-0.290900618,-0.248506298,-0.061411026,-0.057468137,-0.243817121,0.008293106,-0.333293123,0.324181088,-0.034710047,0.135752907,0.876794156,0.380305031,0.380460739,-0.265148939,-0.062518639,-0.226599499,-0.268297751,-0.271679309,-0.276633771,0.146880457,-0.014727739,-0.095488195,-0.126021051,-0.101930419,-0.151096002,-0.202010225,0.22017798,0.236645423,0.195409577,-0.296666921,-0.267440196,-0.276718975,0.075546484,-0.173143028,-0.037558997,0.022660981,-0.274430509,-0.315264149,-0.153546867,0.049809775,0.079055219,0.001203567,0.104569417,1,-0.092461391,0.203579362,0.1848257,-0.118216246,0.132611617,0.164755,0.217697285,0.170545885,0.107824598,-0.160195495,0.323611533,0.293561771,0.169506187,-0.188658698,-0.197910451,-0.035191889,0.266613316,0.17982548,-0.040663123,-0.123928807,-0.125025986,0.189433628,0.19801653
Safety,0.016782765,0.010589801,0.104456639,-0.0016554,0.017851565,0.054982834,0.04227151,0.003553227,0.056974962,0.000762292,-0.012515889,0.145070196,0.019312541,-0.081727052,0.051892737,0.057157119,-0.025633154,0.010319889,0.083940142,-0.045388561,0.055564819,0.031427892,0.079978365,0.080737511,-0.023423612,0.143520761,0.081255747,0.051519224,-0.011936641,0.062600405,-0.06830546,-0.190537417,-0.001637468,0.134939655,-0.18466019,0.052006899,0.077817242,-0.005722537,0.099331503,-0.013740602,0.069952075,-0.068044321,0.126846717,0.127497006,0.120929742,0.032122225,0.072686745,-0.046956155,-0.050737907,0.092695545,-0.035212631,-0.085851786,-0.057760564,0.012182613,-0.075773543,-0.059750742,0.029769169,0.067613307,-0.030172325,-0.089590861,-0.114051196,-0.107838495,-0.065927415,0.015917779,0.073431495,0.080410375,0.043875146,-0.08427028,0.035221287,0.04731088,0.089465864,0.068552219,-0.061910599,-0.023628648,-0.0461286,-0.025397062,-0.054806394,-0.044775734,0.215318679,0.17969818,-0.011785889,0.093621549,0.173404024,-0.047538426,0.128526322,-0.021553525,-0.005708456,-0.021544249,-0.116196192,-0.059079282,-0.17539723,0.021899648,0.129001418,0.049994553,-0.011139792,0.132901935,0.016248199,-0.103057279,0.094654249,0.101500335,0.103725153,0.076342745,0.091905512,0.013243911,0.021258513,0.0123986,6.41E-05,0.041188835,0.057157119,0.048375414,0.080533657,-0.040158033,0.013915895,-0.05116994,0.059539216,0.026567669,-0.017938043,0.067736042,0.074965298,-0.122899344,-0.040158033,-0.092461391,1,0.060351553,0.038279206,-0.019704375,0.11760297,-0.106166084,0.028358379,0.061955983,0.0391778,0.077050737,0.046971847,-0.021176174,-0.06091446,0.091621089,0.116431208,-0.015247059,0.037089643,0.018725106,0.196565957,0.092695545,0.200920179,-0.11025251,-0.105174207
Total Points,0.836112071,-0.821309873,0.74325808,0.823085903,-0.815548312,0.751396994,0.942283744,0.870333533,0.977927861,0.87116777,-0.371879011,0.455771476,-0.108136525,-0.417078533,-0.338429053,-0.359761832,-0.38125309,-0.865660906,0.572283078,0.563721421,0.246236862,0.910676415,0.053876389,-0.179237818,0.162812294,0.276784109,0.038056077,-0.449267545,0.128506938,-0.137533809,0.447784264,-0.223148824,0.226236954,0.460547394,-0.229772384,-0.182494598,0.329952137,0.52388947,0.264240245,0.081700333,-0.149235336,-0.173192056,-0.120870175,-0.026870026,0.176978679,0.169566368,-0.501294039,0.241273287,0.380157604,-0.362254081,0.611257563,0.717582191,0.44580469,0.771667751,0.483802221,-0.1687187,0.270301342,0.534654424,0.122204812,-0.210778096,-0.443522103,-0.235688327,-0.181103996,0.13625251,0.285740437,0.343007941,0.131507636,-0.116498228,0.374459672,0.341958359,0.172574157,0.12020079,0.040751725,-0.455717314,-0.286928257,-0.119887105,0.042562352,-0.141026319,-0.339387905,-0.299724706,-0.279759091,0.038471095,-0.340085141,-0.154720024,-0.527723165,0.855553511,0.691378673,0.655672405,0.19321412,0.889464164,0.541055947,-0.395111786,0.079371647,-0.241825275,-0.354911276,-0.316051353,-0.389083426,-0.467712221,0.410725375,0.562727888,0.599833457,0.719322648,0.453881964,-0.427209378,0.520594375,0.518877587,0.431914262,-0.465240501,-0.359761832,-0.408182537,0.341263604,-0.180422956,0.05296513,0.010105275,-0.351781813,-0.479223113,-0.942356314,0.987758658,0.977595022,0.144700245,0.232376365,0.203579362,0.060351553,1,0.982229503,-0.356397439,0.501696439,0.28778984,0.532809216,0.526461262,0.36295981,-0.734249437,0.088023695,0.623380973,0.743569197,-0.193739089,-0.491772671,0.192772818,0.531692877,0.518429043,-0.00219001,-0.362254081,-0.290041889,0.503356005,0.502781963
Points Per Game,0.763336411,-0.76964272,0.613019979,0.765008399,-0.853910455,0.697638688,0.919599132,0.883641358,0.966020944,0.902066644,-0.298833761,0.399902295,-0.083735114,-0.355884957,-0.302059046,-0.322057536,-0.310235024,-0.849497202,0.554030821,0.546579141,0.242216962,0.882821474,0.055965266,-0.162524445,0.160132793,0.227984705,0.036536187,-0.461628951,0.166773121,-0.102988318,0.464613905,-0.192322927,0.224629673,0.424492494,-0.19846711,-0.164832546,0.358221028,0.461703579,0.296720007,0.13351711,-0.128079734,-0.148727617,-0.111199545,-0.027516679,0.187012813,0.140455885,-0.527079934,0.228133289,0.367362425,-0.382409631,0.597908714,0.723628021,0.455647247,0.769612073,0.504785478,-0.11095029,0.256157126,0.486555733,0.131430533,-0.193414919,-0.388939238,-0.203333519,-0.119150483,0.126225519,0.236347565,0.297051813,0.124679755,-0.11605649,0.304537951,0.311428164,0.164450906,0.132437437,0.036469193,-0.475426555,-0.292768772,-0.095190158,0.040304033,-0.092325181,-0.3258522,-0.258500379,-0.293463529,0.036074686,-0.315433309,-0.110443447,-0.536483374,0.834986968,0.671421557,0.645923147,0.189246031,0.869565132,0.549889762,-0.341481817,0.05200265,-0.217262972,-0.304785311,-0.278423135,-0.338905396,-0.48358699,0.377219193,0.547516904,0.61119579,0.70285303,0.465397699,-0.390142519,0.465105827,0.464339818,0.397408742,-0.399980246,-0.322057536,-0.377933114,0.35699797,-0.180998879,0.060753896,0.030880328,-0.313048474,-0.416893531,-0.962717119,0.973089287,0.959075223,0.154659991,0.219547657,0.1848257,0.038279206,0.982229503,1,-0.335422874,0.452804696,0.253375437,0.473287423,0.472902115,0.345165314,-0.732303789,0.041125906,0.60135076,0.746828148,-0.152263437,-0.496577742,0.186654114,0.498777328,0.489868913,-0.01917122,-0.382409631,-0.317077899,0.501759499,0.503777685
Tackle for Loss Rank,-0.40335092,0.402746389,-0.336941869,-0.404798308,0.199926572,-0.383010546,-0.295707374,-0.174074416,-0.332665409,-0.236425535,0.345775633,-0.316653601,0.253528219,0.474511057,0.351472244,0.356291808,0.347038776,0.274906009,-0.096967705,-0.225645474,-0.277294518,-0.291772739,0.075475786,0.313564809,-0.079192424,-0.332598893,0.099675947,0.059726767,-0.020028205,0.006020239,-0.065573411,0.06646558,-0.12083234,-0.206276655,0.07106307,0.04674214,-0.058579994,-0.270932616,-0.055869925,-0.131554696,0.017268007,0.18464812,0.059245836,-0.006928817,-0.13134432,-0.210949972,0.196963888,-0.170317463,-0.16301029,0.132188592,-0.224165681,-0.106335286,-0.034505075,-0.302182013,-0.166917587,0.078079383,-0.175810554,-0.371865706,-0.060023491,0.067491424,0.341841827,0.183517053,0.077799277,-0.169666883,-0.262438448,-0.275714268,-0.1901257,0.095481349,-0.402297647,-0.280392618,0.004197808,-0.059334913,0.025528749,-0.07865187,-0.025472569,0.018454674,0.019311816,0.145222658,0.229083616,0.462317463,-0.004520305,-0.232529125,0.255345362,0.172498878,0.15805618,-0.299120537,-0.143476439,-0.282056863,-0.125355713,-0.298663143,-0.167825033,0.417598406,-0.054732832,0.382295741,0.510279937,0.433105421,0.422952635,0.101690176,-0.162034961,-0.137220674,-0.103344164,-0.203005392,-0.080444758,0.707399222,-0.702242312,-0.657175262,-0.708882035,0.355733945,0.356291808,0.355505343,-0.110026761,0.060958801,-0.14643418,-0.007890277,0.332295614,0.372913799,0.288623439,-0.343368411,-0.348963465,-0.076530169,-0.024431841,-0.118216246,-0.019704375,-0.356397439,-0.335422874,1,-0.883274937,-0.539522851,-0.804294198,-0.938500838,-0.972101858,0.107548214,-0.309732829,-0.244585607,-0.111643541,-0.043231085,0.260117456,-0.226861164,-0.274568716,-0.345094361,-0.028198467,0.132188592,0.087093198,-0.2706765,-0.269957277
Solo Tackle For Loss,0.554609846,-0.533887994,0.529074673,0.542540553,-0.295771597,0.513822556,0.458285013,0.315500043,0.475466425,0.356598475,-0.394862547,0.433964452,-0.229886286,-0.529073202,-0.364778207,-0.373177777,-0.399337728,-0.395651591,0.198728162,0.314943261,0.293586812,0.441133239,-0.003986239,-0.21997272,0.05276492,0.408636715,-0.027689908,-0.078512083,-0.025324824,-0.067045192,0.071515179,-0.161727757,0.169252323,0.348802025,-0.174462614,-0.131614144,0.089898898,0.371189951,0.05471074,0.027130811,-0.101925146,-0.217404482,-0.039800109,0.040221406,0.13081948,0.246400706,-0.254218503,0.219099013,0.23381925,-0.165795772,0.32058853,0.180365471,0.049664292,0.418013424,0.224065506,-0.181859801,0.179242467,0.430971678,0.027743502,-0.126338437,-0.443622487,-0.249309223,-0.184160689,0.255858377,0.399246244,0.411641232,0.275534023,-0.103886071,0.431017358,0.303401327,0.010423974,0.062953888,0.035192783,0.013424771,0.007653744,-0.048126311,0.034462086,-0.190081583,-0.241044505,-0.434914797,-0.063986463,0.203182451,-0.277411549,-0.219238477,-0.186170441,0.430939281,0.245246798,0.385505396,0.118773962,0.420473809,0.190417645,-0.42096651,0.154568478,-0.324890128,-0.498525866,-0.410511566,-0.411894451,-0.182122912,0.226762183,0.24531855,0.227985686,0.30473508,0.154611842,-0.666591663,0.715253768,0.686343813,0.683191971,-0.415421391,-0.373177777,-0.371784202,0.116633026,-0.002879904,0.141077621,0.057529403,-0.348810695,-0.428978885,-0.382830664,0.488485007,0.495984171,0.067254437,0.068306464,0.132611617,0.11760297,0.501696439,0.452804696,-0.883274937,1,0.264483318,0.827324456,0.939944152,0.907459347,-0.243019894,0.332463626,0.361628848,0.243273792,0.023499556,-0.330867606,0.257195428,0.338492102,0.411773378,0.028035147,-0.165795772,-0.113975318,0.329084806,0.330548479
Assist Tackle For Loss,0.361111178,-0.347916443,0.343501391,0.356484532,-0.128504719,0.293488305,0.234610769,0.142799465,0.268354935,0.156032298,-0.335911977,0.190537932,-0.245614938,-0.377008892,-0.322564718,-0.325428806,-0.344497111,-0.255706915,0.152688183,0.127900077,0.249594272,0.248832854,-0.15036695,-0.312234142,0.035283095,0.178766152,-0.164655452,-0.142207655,0.037577191,-0.066128076,0.155143818,0.022383161,0.06683796,0.079503456,-0.000297996,0.026359077,0.081012787,0.214596998,0.08942995,0.0916863,0.03075197,-0.010267355,-0.191562846,-0.159512915,-0.006757759,0.014744846,-0.079983506,0.047769684,0.058794909,-0.066927804,0.141735192,0.207618791,0.19193926,0.156334751,0.072535925,-0.099943829,0.116704401,0.273695693,0.030198612,-0.123355197,-0.250368543,-0.116603246,-0.111665247,-0.075392866,0.043690303,0.042992209,-0.06479006,-0.062177291,0.404906022,0.275299651,0.042954599,0.035840438,-0.105443754,0.038705486,-0.039294635,-0.073186322,-0.101759719,-0.168048964,-0.232884889,-0.358512634,-0.054826287,0.113190287,-0.252817043,-0.163679022,-0.127736646,0.265154835,0.231238181,0.119674287,0.134452466,0.267267411,0.152215217,-0.376140187,-0.017572269,-0.347572962,-0.427039593,-0.354945266,-0.392661707,-0.079702622,0.206886442,0.152838989,0.068649226,0.25561564,0.098223121,-0.449266813,0.487393208,0.469163933,0.466978834,-0.336151603,-0.325428806,-0.322405567,0.053786782,-0.200679551,0.048296835,-0.119275135,-0.320299516,-0.361296368,-0.242639293,0.26724937,0.267212036,0.122085234,-0.017846804,0.164755,-0.106166084,0.28778984,0.253375437,-0.539522851,0.264483318,1,0.542014294,0.577773212,0.546684554,-0.074856744,0.163695099,0.137340218,0.076645632,-0.113825481,-0.12086133,0.137608721,0.22343933,0.252262989,0.112209204,-0.066927804,0.019209933,0.147513373,0.138032113
Tackle for Loss Yards,0.67614609,-0.664234899,0.600861822,0.669864794,-0.257863586,0.509290513,0.47167553,0.345659178,0.494579376,0.347103274,-0.561658491,0.324407263,-0.404233171,-0.640379059,-0.511050137,-0.520972164,-0.572030646,-0.430699884,0.249654839,0.307732765,0.316320361,0.475371636,-0.172167446,-0.401389859,0.011659082,0.382018924,-0.194504029,-0.230094374,0.01062766,-0.117693867,0.220501316,-0.124185768,0.152259256,0.303904517,-0.151945777,-0.155070104,0.045032141,0.464855667,0.008370256,-0.033943743,-0.119148376,-0.17548483,-0.210091252,-0.111020048,0.116654594,0.227983178,-0.227855449,0.166631854,0.212355117,-0.195017264,0.312210678,0.290453379,0.145079797,0.382341311,0.200438956,-0.250086404,0.159376657,0.457632355,-0.014153436,-0.216946882,-0.511843406,-0.274832797,-0.248761022,0.113832081,0.270614729,0.295511222,0.130216816,-0.099950685,0.573982548,0.39943422,0.049173916,0.05451763,-0.027172007,-0.053127341,-0.07559127,-0.082213008,-0.044461467,-0.30841722,-0.450059939,-0.567056689,-0.143923986,0.042400707,-0.483885153,-0.306785305,-0.223031781,0.50307179,0.332292926,0.367072694,0.198275529,0.496016755,0.237903264,-0.608705051,-0.021464566,-0.519971735,-0.651099909,-0.547452201,-0.601867491,-0.166213696,0.275287857,0.274090762,0.225807193,0.372116485,0.171677114,-0.847308311,0.898589338,0.938283253,0.871160604,-0.578075779,-0.520972164,-0.506051421,0.017684338,-0.046223926,-0.016836363,0.037737747,-0.523069972,-0.594347818,-0.405272691,0.508194725,0.513355243,0.085252506,0.014710891,0.217697285,0.028358379,0.532809216,0.473287423,-0.804294198,0.827324456,0.542014294,1,0.892029781,0.827244507,-0.286678199,0.27288839,0.363365623,0.294659996,-0.14079985,-0.312848093,0.220652529,0.349304848,0.39772453,0.048408981,-0.195017264,-0.124087431,0.326363216,0.321207558
Total Tackle For Loss,0.597194482,-0.574986817,0.569350507,0.585342299,-0.295803784,0.538740888,0.470898889,0.317560024,0.497383251,0.357026589,-0.453075937,0.434716771,-0.281491749,-0.581208629,-0.422890485,-0.431013028,-0.45990199,-0.425356619,0.22223181,0.311815434,0.336812153,0.461416387,-0.056593323,-0.296680197,0.05714461,0.409114611,-0.081711724,-0.116779329,-0.008133529,-0.080147523,0.115436121,-0.128953771,0.166900258,0.323342197,-0.147759308,-0.10206036,0.104757587,0.390103771,0.077955714,0.055412446,-0.075378734,-0.187630991,-0.101484392,-0.022415887,0.108325336,0.21375624,-0.243462746,0.202338395,0.218698825,-0.164006656,0.32148991,0.226132502,0.109966022,0.409111266,0.21530727,-0.189287626,0.193004582,0.461616048,0.034168546,-0.15058397,-0.464066654,-0.252268736,-0.195383529,0.189858007,0.353359502,0.363602739,0.210262866,-0.109928945,0.508094202,0.35421647,0.024025169,0.065965153,-0.007534998,0.025060953,-0.007429984,-0.066633946,-0.006849515,-0.220350574,-0.286429773,-0.494972651,-0.073558752,0.212022074,-0.324263101,-0.243480417,-0.20277263,0.458565748,0.2894035,0.368623279,0.148109564,0.45045616,0.21503093,-0.489406675,0.124597349,-0.397983012,-0.573062796,-0.473056735,-0.487576162,-0.182346301,0.265140468,0.261716267,0.21724943,0.348378477,0.165617708,-0.7231697,0.777848288,0.74692886,0.74348797,-0.470560419,-0.431013028,-0.428763576,0.117747473,-0.073464217,0.136492726,0.006473904,-0.408574892,-0.490934132,-0.409880772,0.50801004,0.514343633,0.100129625,0.05149361,0.170545885,0.061955983,0.526461262,0.472902115,-0.938500838,0.939944152,0.577773212,0.892029781,1,0.961503707,-0.232170446,0.339312527,0.354668252,0.233018473,-0.020397945,-0.322801531,0.266377611,0.365560015,0.437782139,0.063441523,-0.164006656,-0.089662311,0.330725688,0.328608727
Tackle For Loss Per Game,0.408175603,-0.411276036,0.328696085,0.412424759,-0.203819042,0.384948599,0.307260891,0.187766376,0.345444076,0.254326034,-0.343787526,0.327875362,-0.265517497,-0.494695225,-0.362801151,-0.365711558,-0.353079315,-0.270756642,0.10928432,0.215086327,0.318179885,0.297514019,-0.071425898,-0.275521609,0.028491899,0.351192895,-0.098419185,-0.049608418,0.007766295,-0.016519921,0.052556298,-0.060709229,0.130429489,0.212735743,-0.08001885,-0.062466431,0.073508971,0.261024421,0.059632439,0.102138041,-0.035610958,-0.151501348,-0.079549444,-0.020799908,0.089456127,0.17455994,-0.195473316,0.168832172,0.156599709,-0.138629334,0.221758225,0.101825086,0.031735988,0.309717754,0.166832758,-0.11448532,0.137062835,0.345316493,0.01816245,-0.112716581,-0.364536918,-0.195714782,-0.113033122,0.17790441,0.280843244,0.286427758,0.204885143,-0.092209739,0.418805315,0.288075339,-0.012890544,0.056060728,-0.021436812,0.102856471,0.043621186,-0.014787149,-0.019163041,-0.166824204,-0.239429348,-0.448213017,-0.051690333,0.229604295,-0.270875805,-0.197642443,-0.123582227,0.305593614,0.146123906,0.281852616,0.103120647,0.291990055,0.132248929,-0.39873576,0.09685435,-0.363928374,-0.508968393,-0.417247456,-0.403535179,-0.125096395,0.165201559,0.156176152,0.133588647,0.2150815,0.101845172,-0.683840648,0.700739866,0.668038923,0.706933382,-0.35206215,-0.365711558,-0.360433368,0.082695578,-0.043864933,0.150911152,0.015667068,-0.340948041,-0.37810069,-0.281718559,0.351343612,0.356237266,0.093427897,-0.007310822,0.107824598,0.0391778,0.36295981,0.345165314,-0.972101858,0.907459347,0.546684554,0.827244507,0.961503707,1,-0.103542568,0.30633083,0.242338833,0.110670505,0.078454241,-0.26062354,0.243380578,0.257078083,0.341933954,0.057113399,-0.138629334,-0.073533561,0.260444082,0.259885503
